Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,JD_prcp  ,JD_snow  ,Month  ,State_id  ,Year  ,CPRC (in),CPRS (in),CSNW (in),PRCP (in),PRCP_flag  ,SNOW (in),SNOW_flag  ,SNWD (in),SNWD_flag  ,Season_prcp  ,Season_snow  ,TAVE (F),TMAX (F),TMAX_flag  ,TMIN (F),TMIN_flag   
6,249,341,37,9,'305801',2010,34.4,48.86,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',70,80,'  0',60,'  0' 
7,250,342,38,9,'305801',2010,34.4,48.86,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',79,89,'  0',68,'  0' 
8,251,343,39,9,'305801',2010,34.4,48.86,0,0,'T 0',0,'  0',0,'  0','2009-10','2010-11',78,90,'  0',66,'  0' 
9,252,344,40,9,'305801',2010,34.4,48.86,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',66,70,'  0',61,'  0' 
10,253,345,41,9,'305801',2010,34.4,48.86,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',68,74,'  0',61,'  0' 
11,254,346,42,9,'305801',2010,34.4,48.86,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',69,79,'  0',59,'  0' 
12,255,347,43,9,'305801',2010,34.55,49.01,0,0.15,'  0',0,'  0',0,'  0','2009-10','2010-11',63,67,'  0',59,'  0' 
13,256,348,44,9,'305801',2010,34.68,49.14,0,0.13,'  0',0,'  0',0,'  0','2009-10','2010-11',68,77,'  0',59,'  0' 
14,257,349,45,9,'305801',2010,34.68,49.14,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',68,76,'  0',60,'  0' 
15,258,350,46,9,'305801',2010,34.68,49.14,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',65,72,'  0',57,'  0' 
16,259,351,47,9,'305801',2010,35.14,49.6,0,0.46,'  0',0,'  0',0,'  0','2009-10','2010-11',65,72,'  0',57,'  0' 
17,260,352,48,9,'305801',2010,35.19,49.65,0,0.05,'  0',0,'  0',0,'  0','2009-10','2010-11',65,71,'  0',59,'  0' 
18,261,353,49,9,'305801',2010,35.19,49.65,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',64,70,'  0',58,'  0' 
19,262,354,50,9,'305801',2010,35.19,49.65,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',71,81,'  0',61,'  0' 
20,263,355,51,9,'305801',2010,35.19,49.65,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',67,74,'  0',59,'  0' 
21,264,356,52,9,'305801',2010,35.19,49.65,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',64,74,'  0',54,'  0' 
22,265,357,53,9,'305801',2010,35.31,49.77,0,0.12,'  0',0,'  0',0,'  0','2009-10','2010-11',76,87,'  0',64,'  0' 
23,266,358,54,9,'305801',2010,35.31,49.77,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',74,81,'  0',66,'  0' 
24,267,359,55,9,'305801',2010,35.31,49.77,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',76,85,'  0',67,'  0' 
25,268,360,56,9,'305801',2010,35.31,49.77,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',78,89,'  0',67,'  0' 
26,269,361,57,9,'305801',2010,35.31,49.77,0,0,'T 0',0,'  0',0,'  0','2009-10','2010-11',68,72,'  0',63,'  0' 
27,270,362,58,9,'305801',2010,36.64,51.1,0,1.33,'  0',0,'  0',0,'  0','2009-10','2010-11',67,72,'  0',61,'  0' 
28,271,363,59,9,'305801',2010,36.97,51.43,0,0.33,'  0',0,'  0',0,'  0','2009-10','2010-11',72,73,'  0',70,'  0' 
29,272,364,60,9,'305801',2010,36.97,51.43,0,0,'  0',0,'  0',0,'  0','2009-10','2010-11',71,78,'  0',63,'  0' 
30,273,365,61,9,'305801',2010,38.07,52.53,0,1.1,'  0',0,'  0',0,'  0','2009-10','2010-11',72,75,'  0',69,'  0' 
1,274,1,62,10,'305801',2010,40.53,2.46,0,2.46,'  0',0,'  0',0,'  0','2010-11','2010-11',67,74,'  0',59,'  0' 
2,275,2,63,10,'305801',2010,40.53,2.46,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',59,66,'  0',52,'  0' 
3,276,3,64,10,'305801',2010,40.56,2.49,0,0.03,'  0',0,'  0',0,'  0','2010-11','2010-11',57,64,'  0',50,'  0' 
4,277,4,65,10,'305801',2010,40.9,2.83,0,0.34,'  0',0,'  0',0,'  0','2010-11','2010-11',54,55,'  0',52,'  0' 
5,278,5,66,10,'305801',2010,40.9,2.83,0,0,'T 0',0,'  0',0,'  0','2010-11','2010-11',57,61,'  0',53,'  0' 
6,279,6,67,10,'305801',2010,40.9,2.83,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',59,64,'  0',54,'  0' 
7,280,7,68,10,'305801',2010,40.9,2.83,0,0,'T 0',0,'  0',0,'  0','2010-11','2010-11',62,71,'  0',53,'  0' 
8,281,8,69,10,'305801',2010,40.9,2.83,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',64,73,'  0',54,'  0' 
9,282,9,70,10,'305801',2010,40.9,2.83,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',63,72,'  0',54,'  0' 
10,283,10,71,10,'305801',2010,40.9,2.83,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',58,69,'  0',46,'  0' 
11,284,11,72,10,'305801',2010,42.03,3.96,0,1.13,'  0',0,'  0',0,'  0','2010-11','2010-11',66,75,'  0',57,'  0' 
12,285,12,73,10,'305801',2010,42.12,4.05,0,0.09,'  0',0,'  0',0,'  0','2010-11','2010-11',62,69,'  0',54,'  0' 
13,286,13,74,10,'305801',2010,42.12,4.05,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',56,64,'  0',48,'  0' 
14,287,14,75,10,'305801',2010,42.73,4.66,0,0.61,'  0',0,'  0',0,'  0','2010-11','2010-11',57,63,'  0',50,'  0' 
15,288,15,76,10,'305801',2010,42.75,4.68,0,0.02,'  0',0,'  0',0,'  0','2010-11','2010-11',53,57,'  0',49,'  0' 
16,289,16,77,10,'305801',2010,42.75,4.68,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',54,58,'  0',50,'  0' 
17,290,17,78,10,'305801',2010,42.75,4.68,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',59,69,'  0',48,'  0' 
18,291,18,79,10,'305801',2010,42.75,4.68,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',55,60,'  0',50,'  0' 
19,292,19,80,10,'305801',2010,42.78,4.71,0,0.03,'  0',0,'  0',0,'  0','2010-11','2010-11',53,59,'  0',47,'  0' 
20,293,20,81,10,'305801',2010,42.78,4.71,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',53,59,'  0',47,'  0' 
21,294,21,82,10,'305801',2010,42.79,4.72,0,0.01,'  0',0,'  0',0,'  0','2010-11','2010-11',56,62,'  0',49,'  0' 
22,295,22,83,10,'305801',2010,42.79,4.72,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',50,53,'  0',46,'  0' 
23,296,23,84,10,'305801',2010,42.79,4.72,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',54,64,'  0',44,'  0' 
24,297,24,85,10,'305801',2010,42.79,4.72,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',61,68,'  0',53,'  0' 
25,298,25,86,10,'305801',2010,42.79,4.72,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',64,74,'  0',54,'  0' 
26,299,26,87,10,'305801',2010,42.79,4.72,0,0,'T 0',0,'  0',0,'  0','2010-11','2010-11',68,72,'  0',63,'  0' 
27,300,27,88,10,'305801',2010,42.98,4.91,0,0.19,'  0',0,'  0',0,'  0','2010-11','2010-11',70,75,'  0',65,'  0' 
28,301,28,89,10,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',65,74,'  0',56,'  0' 
29,302,29,90,10,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',52,57,'  0',47,'  0' 
30,303,30,91,10,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',50,57,'  0',42,'  0' 
31,304,31,92,10,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',50,58,'  0',42,'  0' 
1,305,32,93,11,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',43,49,'  0',37,'  0' 
2,306,33,94,11,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',43,50,'  0',36,'  0' 
3,307,34,95,11,'305801',2010,42.98,4.91,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',48,54,'  0',41,'  0' 
4,308,35,96,11,'305801',2010,44.07,6,0,1.09,'  0',0,'  0',0,'  0','2010-11','2010-11',49,51,'  0',47,'  0' 
5,309,36,97,11,'305801',2010,44.12,6.05,0,0.05,'  0',0,'  0',0,'  0','2010-11','2010-11',49,52,'  0',45,'  0' 
6,310,37,98,11,'305801',2010,44.12,6.05,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',46,51,'  0',40,'  0' 
7,311,38,99,11,'305801',2010,44.12,6.05,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',44,51,'  0',36,'  0' 
8,312,39,100,11,'305801',2010,44.16,6.09,0,0.04,'  0',0,'T 0',0,'  0','2010-11','2010-11',43,45,'  0',40,'  0' 
9,313,40,101,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',48,54,'  0',41,'  0' 
10,314,41,102,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',51,56,'  0',46,'  0' 
11,315,42,103,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',49,56,'  0',42,'  0' 
12,316,43,104,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',54,62,'  0',45,'  0' 
13,317,44,105,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',55,64,'  0',46,'  0' 
14,318,45,106,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',54,61,'  0',46,'  0' 
15,319,46,107,11,'305801',2010,44.16,6.09,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',54,57,'  0',50,'  0' 
16,320,47,108,11,'305801',2010,44.61,6.54,0,0.45,'  0',0,'  0',0,'  0','2010-11','2010-11',56,59,'  0',52,'  0' 
17,321,48,109,11,'305801',2010,44.82,6.75,0,0.21,'  0',0,'  0',0,'  0','2010-11','2010-11',56,60,'  0',51,'  0' 
18,322,49,110,11,'305801',2010,44.82,6.75,0,0,'T 0',0,'  0',0,'  0','2010-11','2010-11',50,55,'  0',45,'  0' 
19,323,50,111,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',44,48,'  0',40,'  0' 
20,324,51,112,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',48,55,'  0',41,'  0' 
21,325,52,113,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',44,48,'  0',39,'  0' 
22,326,53,114,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',55,65,'  0',45,'  0' 
23,327,54,115,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',56,61,'  0',50,'  0' 
24,328,55,116,11,'305801',2010,44.82,6.75,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',46,50,'  0',41,'  0' 
25,329,56,117,11,'305801',2010,44.88,6.81,0,0.06,'  0',0,'  0',0,'  0','2010-11','2010-11',43,46,'  0',39,'  0' 
26,330,57,118,11,'305801',2010,45.04,6.97,0,0.16,'  0',0,'  0',0,'  0','2010-11','2010-11',46,53,'  0',38,'  0' 
27,331,58,119,11,'305801',2010,45.04,6.97,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',38,42,'  0',34,'  0' 
28,332,59,120,11,'305801',2010,45.04,6.97,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',41,47,'  0',34,'  0' 
29,333,60,121,11,'305801',2010,45.04,6.97,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',42,48,'  0',35,'  0' 
30,334,61,122,11,'305801',2010,45.13,7.06,0,0.09,'  0',0,'  0',0,'  0','2010-11','2010-11',51,57,'  0',44,'  0' 
1,335,62,123,12,'305801',2010,46.33,8.26,0,1.2,'  0',0,'  0',0,'  0','2010-11','2010-11',50,60,'  0',40,'  0' 
2,336,63,124,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',38,42,'  0',34,'  0' 
3,337,64,125,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',37,40,'  0',33,'  0' 
4,338,65,126,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',36,40,'  0',32,'  0' 
5,339,66,127,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',33,35,'  0',30,'  0' 
6,340,67,128,12,'305801',2010,46.33,8.26,0,0,'T 0',0,'T 0',0,'  0','2010-11','2010-11',33,35,'  0',30,'  0' 
7,341,68,129,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',33,36,'  0',30,'  0' 
8,342,69,130,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',31,34,'  0',27,'  0' 
9,343,70,131,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',27,30,'  0',23,'  0' 
10,344,71,132,12,'305801',2010,46.33,8.26,0,0,'T 0',0,'T 0',0,'  0','2010-11','2010-11',30,38,'  0',22,'  0' 
11,345,72,133,12,'305801',2010,46.33,8.26,0,0,'  0',0,'  0',0,'  0','2010-11','2010-11',40,46,'  0',34,'  0' 
12,346,73,134,12,'305801',2010,47.71,9.64,0,1.38,'  0',0,'  0',0,'  0','2010-11','2010-11',48,56,'  0',40,'  0' 
13,347,74,135,12,'305801',2010,47.75,9.68,0,0.04,'  0',0,'T 0',0,'  0','2010-11','2010-11',35,49,'  0',21,'  0' 
14,348,75,136,12,'305801',2010,47.76,9.69,0.1,0.01,'  0',0.1,'  0',0,'  0','2010-11','2010-11',21,23,'  0',19,'  0' 
15,349,76,137,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',24,27,'  0',20,'  0' 
16,350,77,138,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',27,30,'  0',23,'  0' 
17,351,78,139,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',30,36,'  0',23,'  0' 
18,352,79,140,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',32,36,'  0',28,'  0' 
19,353,80,141,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',34,37,'  0',30,'  0' 
20,354,81,142,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',31,37,'  0',25,'  0' 
21,355,82,143,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',33,38,'  0',28,'  0' 
22,356,83,144,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',33,38,'  0',28,'  0' 
23,357,84,145,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',33,35,'  0',30,'  0' 
24,358,85,146,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',35,40,'  0',29,'  0' 
25,359,86,147,12,'305801',2010,47.76,9.69,0.1,0,'  0',0,'  0',0,'  0','2010-11','2010-11',29,32,'  0',25,'  0' 
26,360,87,148,12,'305801',2010,48.85,10.78,12.3,1.09,'  0',12.2,'  0',0,'  0','2010-11','2010-11',26,30,'  0',21,'  0' 
27,361,88,149,12,'305801',2010,49.37,11.3,20.1,0.52,'  0',7.8,'  0',20,'  0','2010-11','2010-11',24,28,'  0',20,'  0' 
28,362,89,150,12,'305801',2010,49.37,11.3,20.1,0,'  0',0,'  0',18,'  0','2010-11','2010-11',31,38,'  0',24,'  0' 
29,363,90,151,12,'305801',2010,49.37,11.3,20.1,0,'  0',0,'  0',16,'  0','2010-11','2010-11',34,37,'  0',31,'  0' 
30,364,91,152,12,'305801',2010,49.37,11.3,20.1,0,'  0',0,'  0',14,'  0','2010-11','2010-11',34,40,'  0',28,'  0' 
31,365,92,153,12,'305801',2010,49.37,11.3,20.1,0,'  0',0,'  0',13,'  0','2010-11','2010-11',41,45,'  0',36,'  0' 
1,1,93,154,1,'305801',2011,0,11.3,20.1,0,'  X',0,'  X',12,'  X','2010-11','2010-11',47,53,'  X',40,'  X' 
2,2,94,155,1,'305801',2011,0.01,11.31,20.1,0.01,'  X',0,'  X',9,'  X','2010-11','2010-11',44,52,'  X',35,'  X' 
3,3,95,156,1,'305801',2011,0.01,11.31,20.1,0,'  X',0,'  X',6,'  X','2010-11','2010-11',32,36,'  X',28,'  X' 
4,4,96,157,1,'305801',2011,0.01,11.31,20.1,0,'  X',0,'  X',5,'  X','2010-11','2010-11',35,40,'  X',30,'  X' 
5,5,97,158,1,'305801',2011,0.01,11.31,20.1,0,'  X',0,'  X',4,'  X','2010-11','2010-11',34,39,'  X',29,'  X' 
6,6,98,159,1,'305801',2011,0.01,11.31,20.1,0,'  X',0,'  X',2,'  X','2010-11','2010-11',30,33,'  X',26,'  X' 
7,7,99,160,1,'305801',2011,0.2,11.5,21.8,0.19,'  X',1.7,'  X',1,'  X','2010-11','2010-11',29,33,'  X',25,'  X' 
8,8,100,161,1,'305801',2011,0.2,11.5,21.8,0,'T X',0,'T X',3,'  X','2010-11','2010-11',27,31,'  X',23,'  X' 
9,9,101,162,1,'305801',2011,0.2,11.5,21.8,0,'  X',0,'  X',2,'  X','2010-11','2010-11',29,32,'  X',26,'  X' 
10,10,102,163,1,'305801',2011,0.2,11.5,21.8,0,'  X',0,'  X',2,'  X','2010-11','2010-11',30,35,'  X',24,'  X' 
11,11,103,164,1,'305801',2011,0.45,11.75,24.8,0.25,'  X',3,'  X',2,'  X','2010-11','2010-11',27,31,'  X',23,'  X' 
12,12,104,165,1,'305801',2011,1.06,12.36,30.9,0.61,'  Z',6.1,'  X',9,'  X','2010-11','2010-11',28,31,'  X',24,'  X' 
13,13,105,166,1,'305801',2011,1.06,12.36,30.9,0,'  X',0,'  X',8,'  X','2010-11','2010-11',24,30,'  X',18,'  X' 
14,14,106,167,1,'305801',2011,1.06,12.36,30.9,0,'  X',0,'  X',7,'  X','2010-11','2010-11',24,30,'  X',18,'  X' 
15,15,107,168,1,'305801',2011,1.06,12.36,30.9,0,'  X',0,'  X',6,'  X','2010-11','2010-11',31,38,'  X',23,'  X' 
16,16,108,169,1,'305801',2011,1.06,12.36,30.9,0,'  X',0,'  X',5,'  X','2010-11','2010-11',32,37,'  X',26,'  X' 
17,17,109,170,1,'305801',2011,1.06,12.36,30.9,0,'T X',0,'T X',4,'  X','2010-11','2010-11',23,27,'  X',19,'  X' 
18,18,110,171,1,'305801',2011,2.33,13.63,31.9,1.27,'  X',1,'  X',5,'  X','2010-11','2010-11',33,41,'  X',24,'  X' 
19,19,111,172,1,'305801',2011,2.4,13.7,31.9,0.07,'  X',0,'  X',2,'  X','2010-11','2010-11',38,41,'  X',35,'  X' 
20,20,112,173,1,'305801',2011,2.4,13.7,31.9,0,'  X',0,'  X',1,'  X','2010-11','2010-11',33,35,'  X',30,'  X' 
21,21,113,174,1,'305801',2011,2.81,14.11,36.1,0.41,'  X',4.2,'  X',6,'  X','2010-11','2010-11',25,32,'  X',18,'  X' 
22,22,114,175,1,'305801',2011,2.81,14.11,36.1,0,'  X',0,'  X',6,'  X','2010-11','2010-11',19,24,'  X',13,'  X' 
23,23,115,176,1,'305801',2011,2.81,14.11,36.1,0,'  X',0,'  X',6,'  X','2010-11','2010-11',18,24,'  X',11,'  X' 
24,24,116,177,1,'305801',2011,2.81,14.11,36.1,0,'  X',0,'  X',6,'  X','2010-11','2010-11',15,24,'  X',6,'  X' 
25,25,117,178,1,'305801',2011,2.86,14.16,37.1,0.05,'  X',1,'  X',6,'  X','2010-11','2010-11',31,37,'  X',24,'  X' 
26,26,118,179,1,'305801',2011,4.15,15.45,49.4,1.29,'  X',12.3,'  Z',4,'  X','2010-11','2010-11',33,35,'  X',30,'  X' 
27,27,119,180,1,'305801',2011,4.92,16.22,56.1,0.77,'  X',6.7,'  X',23,'  X','2010-11','2010-11',33,36,'  X',29,'  X' 
28,28,120,181,1,'305801',2011,4.92,16.22,56.1,0,'T X',0,'T X',20,'  X','2010-11','2010-11',31,34,'  X',28,'  X' 
29,29,121,182,1,'305801',2011,4.93,16.23,56.1,0.01,'  X',0,'T X',19,'  X','2010-11','2010-11',33,36,'  X',29,'  X' 
30,30,122,183,1,'305801',2011,4.93,16.23,56.1,0,'  X',0,'  X',18,'  X','2010-11','2010-11',33,39,'  X',27,'  X' 
31,31,123,184,1,'305801',2011,4.93,16.23,56.1,0,'T X',0,'T X',17,'  X','2010-11','2010-11',27,31,'  X',22,'  X' 
1,32,124,185,2,'305801',2011,5.1,16.4,57.2,0.17,'  X',1.1,'  X',18,'  X','2010-11','2010-11',28,30,'  X',25,'  X' 
2,33,125,186,2,'305801',2011,5.8,17.1,57.7,0.7,'  X',0.5,'  X',17,'  X','2010-11','2010-11',33,38,'  X',27,'  X' 
3,34,126,187,2,'305801',2011,5.8,17.1,57.7,0,'  X',0,'  X',16,'  X','2010-11','2010-11',29,34,'  X',24,'  X' 
4,35,127,188,2,'305801',2011,5.8,17.1,57.7,0,'  X',0,'  X',16,'  X','2010-11','2010-11',29,34,'  X',23,'  X' 
5,36,128,189,2,'305801',2011,6.01,17.31,57.7,0.21,'  X',0,'T X',15,'  X','2010-11','2010-11',37,43,'  X',31,'  X' 
6,37,129,190,2,'305801',2011,6.01,17.31,57.7,0,'  X',0,'  X',15,'  X','2010-11','2010-11',41,45,'  X',37,'  X' 
7,38,130,191,2,'305801',2011,6.14,17.44,57.7,0.13,'  X',0,'  X',13,'  X','2010-11','2010-11',41,45,'  X',36,'  X' 
8,39,131,192,2,'305801',2011,6.25,17.55,57.7,0.11,'  X',0,'  X',11,'  Z','2010-11','2010-11',30,41,'  X',18,'  X' 
9,40,132,193,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',10,'  X','2010-11','2010-11',22,29,'  X',15,'  X' 
10,41,133,194,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',10,'  X','2010-11','2010-11',26,29,'  X',22,'  X' 
11,42,134,195,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',8,'  X','2010-11','2010-11',28,37,'  X',19,'  X' 
12,43,135,196,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',8,'  X','2010-11','2010-11',35,40,'  X',30,'  X' 
13,44,136,197,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',8,'  X','2010-11','2010-11',37,46,'  X',28,'  X' 
14,45,137,198,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',7,'  X','2010-11','2010-11',48,58,'  X',37,'  X' 
15,46,138,199,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',5,'  X','2010-11','2010-11',31,37,'  X',25,'  X' 
16,47,139,200,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',4,'  X','2010-11','2010-11',37,48,'  X',26,'  X' 
17,48,140,201,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',2,'  X','2010-11','2010-11',55,63,'  X',46,'  X' 
18,49,141,202,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',0,'  X','2010-11','2010-11',57,67,'  X',46,'  X' 
19,50,142,203,2,'305801',2011,6.25,17.55,57.7,0,'T X',0,'T X',0,'  X','2010-11','2010-11',39,54,'  X',23,'  X' 
20,51,143,204,2,'305801',2011,6.25,17.55,57.7,0,'  X',0,'  X',0,'  X','2010-11','2010-11',31,40,'  X',21,'  X' 
21,52,144,205,2,'305801',2011,6.59,17.89,60.9,0.34,'  X',3.2,'  X',3,'  X','2010-11','2010-11',31,37,'  X',24,'  X' 
22,53,145,206,2,'305801',2011,6.59,17.89,60.9,0,'  X',0,'  X',3,'  X','2010-11','2010-11',26,36,'  X',16,'  X' 
23,54,146,207,2,'305801',2011,6.59,17.89,60.9,0,'  X',0,'  X',2,'  X','2010-11','2010-11',31,40,'  X',21,'  X' 
24,55,147,208,2,'305801',2011,6.64,17.94,60.9,0.05,'  X',0,'  X',0,'  X','2010-11','2010-11',37,44,'  X',30,'  X' 
25,56,148,209,2,'305801',2011,7.96,19.26,60.9,1.32,'  X',0,'  X',0,'  X','2010-11','2010-11',46,57,'  X',34,'  X' 
26,57,149,210,2,'305801',2011,7.96,19.26,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',37,43,'  X',31,'  X' 
27,58,150,211,2,'305801',2011,7.96,19.26,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',44,50,'  X',38,'  X' 
28,59,151,212,2,'305801',2011,8.4,19.7,60.9,0.44,'  X',0,'  X',0,'  X','2010-11','2010-11',50,60,'  X',40,'  X' 
1,60,152,213,3,'305801',2011,8.4,19.7,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',40,46,'  X',33,'  X' 
2,61,153,214,3,'305801',2011,8.4,19.7,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',39,53,'  X',25,'  X' 
3,62,154,215,3,'305801',2011,8.4,19.7,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',27,33,'  X',20,'  X' 
4,63,155,216,3,'305801',2011,8.4,19.7,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',34,41,'  X',27,'  X' 
5,64,156,217,3,'305801',2011,8.41,19.71,60.9,0.01,'  X',0,'  X',0,'  X','2010-11','2010-11',51,61,'  X',41,'  X' 
6,65,157,218,3,'305801',2011,10.43,21.73,60.9,2.02,'  X',0,'  X',0,'  X','2010-11','2010-11',52,54,'  X',50,'  X' 
7,66,158,219,3,'305801',2011,10.51,21.81,60.9,0.08,'  X',0,'  X',0,'  X','2010-11','2010-11',44,53,'  X',34,'  X' 
8,67,159,220,3,'305801',2011,10.51,21.81,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',39,48,'  X',29,'  X' 
9,68,160,221,3,'305801',2011,10.51,21.81,60.9,0,'T X',0,'  X',0,'  X','2010-11','2010-11',40,45,'  X',34,'  X' 
10,69,161,222,3,'305801',2011,11.58,22.88,60.9,1.07,'  X',0,'  X',0,'  X','2010-11','2010-11',46,53,'  X',38,'  X' 
11,70,162,223,3,'305801',2011,12.49,23.79,60.9,0.91,'  X',0,'  X',0,'  X','2010-11','2010-11',48,55,'  X',40,'  X' 
12,71,163,224,3,'305801',2011,12.49,23.79,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',47,56,'  X',38,'  X' 
13,72,164,225,3,'305801',2011,12.49,23.79,60.9,0,'  X',0,'  X',0,'  X','2010-11','2010-11',47,53,'  X',41,'  X' 
